fen,uci,comment
r1b1k1nr/ppp1qppp/2nb4/1B1pp3/5P2/1P2P3/PBPP2PP/RN1QK1NR w KQkq - 1 6,g1f3,Increasing pressure on e5.Black is perfectly OK after 7.fxe5 Bxe5.
r1b1k1nr/ppp1qppp/2nb4/1B1pp3/5P2/1P2PN2/PBPP2PP/RN1QK2R b KQkq - 2 6,f7f6,6. - Bg4 is slighly safer (you will see later).
r1b1k1nr/p1p1q1pp/2pb1p2/3pP3/8/1P2PN2/PBPP2PP/RN1QK2R b KQkq - 0 8,d6e5,I think that this is situation where black begins to lose. Better is : 8. - fxe5 9.Nxe5 Nf6 10.Nxc6 Qe4 gives black little counter-attack but i'm not so sure how bad. Is there something for a black ? tomaro: black can do much better!
r1bk3r/p1p1q1pp/2p2n2/3pQ3/8/1P2P3/PBPP2PP/RN3RK1 b - - 2 12,c8a6,Now i start to finish this game. tomaro:black should have exchanged queens entering an heavy game ending instead of Ba6.
r2k1r2/p1p1q2p/b1p2Q2/3p4/8/1P2P3/PBPP2PP/RN4K1 w - - 1 15,f6e7,Not Qxc6 because Rf1X
5r2/p1p4p/b3k3/2pp4/8/1P1PP3/P1PN2PP/R5K1 b - - 1 19,h7h6,"this looks like waste of time,black should try to exchange his weak pawns"
5r2/p1p5/b3k2p/2pp4/8/1P1PP3/P1PN2PP/5RK1 b - - 1 20,f8g8,"Thanks for F-line"" tomaro: black has very little choice at least he can hope in some counterplay with rocks on board"
6r1/pbp5/4k2p/2pp4/5R2/1P1PP3/P1PN2PP/6K1 w - - 4 22,h2h4,"this move doesn't look so good,, you should have pushed g-pawn or first play Rf2,now you give black possibility to block two white pawns with one black pawn.White is still winning but he complicates his life for nothing."
6r1/pbp5/4k3/2pp3p/5R1P/1P1PP3/P1PN1KP1/8 b - - 1 23,g8g4,He is history. tomaro: this moves gives no resistance!Anyway game for black is lost
rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,g2g3,"Can I play 4.Bg5 here? of course this natural move is possible. It has been played quite often, by players of the highest level, such as Spassky, Bronstein, Bogoljubow,..."
rnbqkb1r/ppp3pp/4pn2/3p1p2/2PP4/2N3P1/PP2PP1P/R1BQKBNR w KQkq - 0 5,e2e3,"More logical maybe 5.cxd5 exd5 6.Bg2 The simple 5. Bg2 is the best here, as Black cannot win the c4 pawn: 5.Bg2 dxc4;6. Qa4+. 5. e3 weakens the light squares and closes the diagonal of the poor Bc1. After this move, you will have problems to finish your developpement and put your Bishop where he has to go: on g2!"
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/2N1P1P1/PP3P1P/R1BQKBNR w KQkq - 0 6,g1e2,seeing the e6 pawn weakened I planned to put my knight on f4.
rnbq1rk1/pp4pp/2pbpn2/3p1p2/2PP1N2/2N1P1P1/PP3P1P/R1BQKB1R w KQ - 4 8,c4c5,a very bad move. By releasing the tension in the centre you give Black the initiative: now Black has an easy play: he can prepare e6-e5 or a pawn storm by g7-g5.
rnbq1rk1/ppb3pp/2p1pn2/2Pp1p2/3P1N2/2N1P1P1/PP3P1P/R1BQKB1R w KQ - 1 9,h2h4,I made this meaningless move since I didn't know how to develop my pieces in this situation. it is no so meaningless. Black now cannot push when they want g7-g5.
rnb1qrk1/ppb3pp/2p1pn2/2Pp1p2/3P1N1P/2N1P1P1/PP3P2/R1BQKB1R w KQ - 1 10,c3e2,This knight aimed at e5
r1b1qrk1/ppbn2pp/2p1p3/2Pp1p2/3PnN1P/4P1P1/PP3P2/R1BQKBNR w KQ - 5 12,g1f3,I neglected my opponent's next move. Better is 12.Bd2 or 12.b4.
r1b1qrk1/pp1n2pp/2p1p3/b1Pp1p2/3P1N1P/4P1P1/PP1N1P2/R2QKB1R b KQ - 0 14,e6e5,"Shocker! I never noticed this pawn's advancement! I would only waiting for my position ruins if it were a club player who play against me. It's a very good move, which is possible because of your 8th move. Black has a better developpement now and open the position: your King is stuck en centre..."
r1b1qrk1/pp4pp/2p5/b1np1p2/3N3P/4P1P1/PP1N1P2/2RQKB1R b K - 1 17,a5d2,"Why did black play this? Isn't, for instance, 17. ...Ne4 better? Black released the pinning on a5-e1 diagonal ofhimself! You're right! I've written here some interesting (and sometimes beautiful) variations."
r1b1qrk1/pp4pp/2p5/3p1p2/3Nn2P/4P1P1/PP1Q1P2/2R1KB1R w K - 1 19,d2b4,I was determined if 19. ...c5 then 20. Rxc5 Nxc5 21.Qxc5 maybe I can find some opportunity.
r1b1q1k1/pp3rpp/2p5/3p1p2/1Q2n2P/1N2P1P1/PP3P2/2R1KB1R b K - 4 20,c8d7,"I was surprised of this move at first glance. Was black tempting me to play 21.Qxb7 and then trapping my queen? But I found nothing he could do, so I played:"
r1q3k1/pQ1b1rpp/B1p5/3p1p2/4n2P/1N2P1P1/PP3P2/2R1K2R b K - 2 22,c8b7,giving up a pawn.
1r4k1/6pp/R7/pr1p1p2/4n2P/1N2P1P1/PP2KP2/7R w - - 2 28,h1d1,Why not take the opened file with 28.Rc1 ?
6k1/6pp/R7/p2R1p2/7P/1r2PKP1/r4P2/8 w - - 0 33,d5d7,"I was too doctrinairized by the chess books which suggests ""pair of rooks on the 7th rank"" and didn't play 33.Rxf5 which guarantees a easy win. The doctrine of the book is good here... : ) You missed an intermediate check, which changes everything. Let's look at it."
7k/R5R1/7p/p3Kp2/7P/4P1P1/2r2r2/8 w - - 2 38,g7d7,Maybe I should play 38.Rh7+ Kg8 39.Rxh6 now.
2r3k1/R7/7R/p4p2/3K3P/4P1P1/5r2/8 b - - 0 43,f2d2,Black begins several forced moves which lead to a draw. They play very precisely.
6k1/R7/7R/p1r5/5pKP/4P1P1/5r2/8 b - - 1 47,f4e3,Now I think that this ending is a draw. Black has activated his rooks and it should be enough to hold the draw.
5k2/8/8/p1r5/6KP/6P1/R7/8 b - - 1 53,f8g7,Is this a winning or a drawish position? I am lack of endgame knowledge. I think it's a draw here. I don't see how White can activate his King without losing one of his pawns.
8/6k1/8/pr6/R6P/6PK/8/8 b - - 5 55,g7g6,I was urgy to advance my pawns!
8/8/6k1/pr6/R6P/6PK/8/8 w - - 6 56,g3g4,"after this move, White has no more win. It's absolutely sure here. You could have waited a while, playing your King in centre and see what your opponent plays. A good lesson here: always think carefully before a pawn's advance: pawns cannot go back."
8/8/6k1/p7/R5PP/1r6/6K1/8 b - - 2 57,b3b4,An excellent move which ends the game in a dead draw.
8/8/6k1/R7/1r4PP/8/6K1/8 b - - 0 58,b4g4,now it is a theoritical draw.
8/8/7k/R6P/7K/8/8/7r w - - 11 66,h4g4,"Game drawn by repetition. Some observations about this game: 1. When you play g2-g3 in the opening you should be able to play then Bg2. 2. Never forget your developpement: here your King has been stuck in the centre and Black could have exploited this. 3. The move 8.c5 allows Black to push e5 with an excellent game for him. Be careful when you release the tension in the centre. 4. Taking a pawn on b7 with a Queen is often dangerous: you win material, but your Queen is far away from defence and from the centre."
rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,g8f6,"just protecting my pawn I guess tomaro: this is good develping move,pawn doesn't need protection but center always needs some protection extra :) frank: I have little knowledge of standard openings, I just feel secure on this opening, making it an interesting game tomaro: maybe is better to start with Nf3 keeping the possibility of playing Pc4 before Nc3.But this move seems good anyway."
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N1P3/PPP2PPP/R1BQKBNR b KQkq - 0 3,c7c5,"exchanging a c pawn for a d pawn seems a good idea tomaro: yes,if white takes it ,you can play e5 with a good game"
rnbqkb1r/pp2pppp/5n2/2pp4/3P4/2N1P3/PPP2PPP/R1BQKBNR w KQkq - 0 4,c3b5,protecting my pawn and making sure the queen stays at home tomaro:This kind of moves are not good at this point of game you shold have played Nf3 continuing development.
rnbqkb1r/pp2pppp/5n2/1Npp4/3P4/4P3/PPP2PPP/R1BQKBNR b KQkq - 1 4,c5d4,This was not very good move because it gives some space to the white's blacksquare bishop. Nb5 was too early.Now afther
r1bqkb1r/pp2pppp/2n2n2/1N1p4/3P4/8/PPP2PPP/R1BQKBNR w KQkq - 1 6,c1e3,protecting the pawn tomaro: from what? Queen was protecting that pawn. Afther Nc6? (5... a6 was the right move!) you shouldhaveplayed
r1bqkb1r/pp2pppp/2n2n2/1N1p4/3P4/4B3/PPP2PPP/R2QKBNR b KQkq - 2 6,e7e5,getting rid of all his middle pawns looked good tomaro: your plan looks good but there are some realization problems :) ... a6 was still better.
r1bqkb1r/pp3ppp/2n2n2/1N1pp3/3P4/4B3/PPP2PPP/R2QKBNR w KQkq - 0 7,d1e2,"I saw no reason in adding protection to the pawn, if it were on d5 it would have use in blocking bores development. So i decided to put my queen in a position pinning the e5 pawn"
r2qkb1r/pp3ppp/2n2n2/1N1pp3/3P2b1/4BP2/PPP1Q1PP/R3KBNR b KQkq - 0 8,g4f5,I should've expected that
r2qkb1r/pp3ppp/2n2n2/1N1ppb2/3P4/4BP2/PPP1Q1PP/R3KBNR w KQkq - 1 9,e3f4,"making use of the pinning, also for a cover when the knight moves to c7 or d6"
r2qkb1r/pp3ppp/2n2n2/1N1ppb2/3P1B2/5P2/PPP1Q1PP/R3KBNR b KQkq - 2 9,e5e4,"the pin quite messed up my plans, but e4 seemed like a nice place to have my pieces move up front tomaro: Rc8 was better but still you would have very hard game to play"
r2qkb1r/pp3ppp/2n2n2/1N1p1b2/3PpB2/5P2/PPP1Q1PP/R3KBNR w KQkq - 0 10,b5c7,"c7? so be it bore: oops didn't see that, now I can rid of the pin"
N2q1b1r/pp1k1ppp/2n2n2/3p1b2/3PpB2/5P2/PPP1Q1PP/R3KBNR b KQ - 0 11,c6d4,"because his queen is under attack he won't be able to move out the knight frank: i think bore is just trying to bluf his way out, hoping for a Nc2 tomaro: you didn't calcolated it good now moving his queen in d1 he attacks your knight! and he has time to get out with his knight making new threats"
N2q1b1r/pp1k1ppp/5n2/3p1b2/3npB2/5P2/PPP1Q1PP/R3KBNR w KQ - 0 12,e2d2,exploiting the vulnerability of the knight
N2q1b1r/pp1k1ppp/5n2/3p1b2/3npB2/5P2/PPPQ2PP/R3KBNR b KQ - 1 12,f8c5,"he covers up with a bishop, also unprotected bore: now I'm forgetting about the knight"
N2q3r/pp1k1ppp/5n2/2bp1b2/3npB2/5P2/PPPQ2PP/R3KBNR w KQ - 2 13,e1c1,making the queen free to move and still put preassure on the dline with some nice pieces in it
N2q3r/pp1k1ppp/5n2/2bp1b2/3npB2/5P2/PPPQ2PP/2KR1BNR b - - 3 13,d8a8,"now in the game there are many possible moves,anyway white should try to exchange pieces as he has material advantage and black can not avoid that since his king is too exposed"
q6r/pp1k1ppp/5n2/2bp1b2/3npB2/5P2/PPPQ2PP/2KR1BNR w - - 0 14,d2c3,"attacking the knight but also trying to take controll of the diagonal, usefull with the bishop onf4 tomaro:trying to develop (and exchanging black's active pieces) was better, here is a possibility"
q6r/pp1k1ppp/5n2/2bp1b2/3npB2/2Q2P2/PPP3PP/2KR1BNR b - - 1 14,d4e6,defending own bishop while attacking his
q6r/pp1k1ppp/4nn2/2bp1b2/4pB2/2Q2P2/PPP3PP/2KR1BNR w - - 2 15,f1b5,"i was doubting very much if i shouldn't play Be5, but i think that would end up in exchanging pieces, simplifing the game and undoing my preassure tomaro:you don't have to worry about your preassure too much :),even if you simplify the position you still have advantage in material so you shold win,anyway this move is just fine except for the detail that now black can move his king from the d-file where it was exposed to your rock."
q6r/pp2kppp/4nn2/1Bbp1b2/4pB2/2Q2P2/PPP3PP/2KR2NR w - - 4 16,f4e3,"thinking i could get away with this move, opening the c line"
q6r/pp2kppp/4nn2/1Bbp1b2/4p3/2Q1BP2/PPP3PP/2KR2NR b - - 5 16,d5d4,"quite surprised, not thought of this tomaro:you gave away much of your advantage.Now you see why black had more problems with his king on d-file. However you still should win."
q6r/pp2kppp/4nn2/1Bb2b2/3pp3/2Q1BP2/PPP3PP/2KR2NR w - - 0 17,e3d4,"the knight on e6 was irritating and preventing my queen from moving out, so that knight had 3 functions and now bore had to chose"
q6r/pp2kppp/4nn2/1B3b2/3bp3/2Q2P2/PPP3PP/2KR2NR w - - 0 18,d1d4,"sacrefic ing the rook, but there was no other way because of my mistake of not seeing that pawn moving forward tomaro: :("
q6r/pp2kppp/5n2/1B3b2/3Q4/5p2/PPP3PP/2K3NR w - - 0 20,d4e5,making him limit his king movement and voluntarely pinning pieces tomaro: better was to try
q6r/pp2kppp/4bn2/1B2Q3/8/5N2/PPP3PP/2K4R b - - 0 21,b7b6,the game was almost equal the black should have prevent Qc5+ or Qc7+ with
q6r/p3kppp/1p2bn2/1B2Q3/8/5N2/PPP3PP/2K4R w - - 0 22,h1e1,black should have played
q6r/p3kppp/1p2bn2/1B2Q3/8/5N2/PPP3PP/2K1R3 b - - 1 22,h8d8,keeping the pin but letting my queen go
q2r4/p1Q1kppp/1p2bn2/1B6/8/5N2/PPP3PP/2K1R3 b - - 3 23,f6d7,wanted to keep the R down tomaro: you should have played Kf8 liberating from pinnes not create new ones
q2r4/p1Qnkppp/1p2b3/1B6/8/5N2/PPP3PP/2K1R3 w - - 4 24,f3e5,much better was Nd4 keeping some extra possibilities against Rc8
2qrk3/p1Qn1ppp/1pN1b3/1B6/8/8/PPP3PP/2K1R3 w - - 8 26,c7f4,"there is plenty of time for my knight to take his rook, now I can put preassure on both sides of his king tomaro: threating mate in e7 was much better :)"
2qrk3/p2n1ppp/1pN1b3/1B6/5Q2/8/PPP3PP/2K1R3 b - - 9 26,a7a6,"useless pawn move, at least I do not see the strength of it tomaro:black has no good moves"
2qrk3/3n1ppp/ppN1b3/1B6/5Q2/8/PPP3PP/2K1R3 w - - 0 27,c6d8,this should be enough material advantage for white to win the ending
2qk4/3n1ppp/pp2b3/1B6/5Q2/8/PPP3PP/2K1R3 w - - 0 28,b5d7,making the queen pin herselve in a very nasty way when i pull in my tower
3k4/3q1ppp/pp6/3b4/5Q2/8/PPP3PP/2KR4 w - - 2 30,f4g5,i should have played c4
3k4/3q2pp/pp3p2/3b2Q1/8/8/PPP3PP/2KR4 w - - 0 31,g5h5,why not simply
3k4/7p/ppq2p2/3b2pQ/2P5/1P6/P5PP/2KR4 b - - 0 33,b6b5,"this is my possibility to get into some offence tomaro: that is right,you have to seek an draw exposing white's king (probably only good plan)"
3k4/7p/p1q2p2/1p1R2pQ/2P5/1P6/P5PP/2K5 b - - 0 34,d8c7,oops
8/2k2Q1p/p1q2p2/1p1R2p1/2P5/1P6/P5PP/2K5 b - - 2 35,c7b6,moving king forward for maybe an offence possibility
8/5Q1p/p1q2p2/kpPR2p1/8/1P6/P5PP/2K5 w - - 1 37,b3b4,not wise move of me tomaro:it complicates things a littli bit
8/5Q1p/p1q2p2/1pPR2p1/1k6/8/P5PP/2K5 w - - 0 38,d5d4,setting up an attack of king with his queen behind it
8/5Q1p/p1q2p2/1pP3p1/1k1R4/8/P5PP/2K5 b - - 1 38,b4c5,when I now move my king I attack his tomaro: there is an cure for this look (Qa7+)
8/5Q1p/p1q2p2/1p4p1/1k6/8/P2R2PP/3K4 b - - 3 40,c6e4,wanted to get to b1 I guess
8/3R3p/pk3p2/1p4p1/4q3/2Q5/P5PP/3K4 w - - 12 45,c3c7,"Black checkmated tomaro: I think both should pay more atention about your (and the other's) development befor starting any attack,in this game white has advantage form the begining but only because black missed some chances to punish whites too agressive moves and you should not always try to resolve everything in the middle game if you have material advantage,sometimes the final is much simpler to resolve.If you have any questions or comments please contact me on my e-mail."
